CustomerID;Count;Country;State;City;Zip Code;Lat Long;Latitude;Longitude;Gender;Senior Citizen;Partner;Dependents;Tenure Months;Phone Service;Multiple Lines;Internet Service;Online Security;Online Backup;Device Protection;Tech Support;Streaming TV;Streaming Movies;Contract;Paperless Billing;Payment Method;Monthly Charges;Total Charges;Churn Label;Churn Value;Churn Score;CLTV;Churn Reason;Churn Reason Category;Churn Reason Category 2
4355-CVPVS;1;United States;California;California Hot Springs;93207;35.865795, -118.69759;35865795;-11869759;Female;No;Yes;Yes;56;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;One year;No;Bank transfer (automatic);889;49680;No;0;72;4170;;;
4495-LHSSK;1;United States;California;Camp Nelson;93208;36.057458, -118.591951;36057458;-118591951;Female;No;No;Yes;18;Yes;Yes;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;5765;9927;No;0;79;3425;;;
5915-ANOEI;1;United States;California;Corcoran;93212;36.04533, -119.532424;3604533;-119532424;Male;No;Yes;No;70;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Mailed check;7915;55365;No;0;49;4408;;;
9861-PDSZP;1;United States;California;Delano;93215;35.772244, -119.209689;35772244;-119209689;Female;No;No;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);10805;78066;No;0;28;5430;;;
7225-CBZPL;1;United States;California;Earlimart;93219;35.858054, -119.305858;35858054;-119305858;Male;Yes;Yes;No;17;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;948;15639;No;0;49;4831;;;
6704-UTUKK;1;United States;California;Exeter;93221;36.301689, -119.018233;36301689;-119018233;Male;No;Yes;No;29;No;No phone service;DSL;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;459;13324;No;0;37;5074;;;
2019-HDCZY;1;United States;California;Farmersville;93223;36.29878, -119.201028;3629878;-119201028;Male;No;Yes;No;63;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Two year;No;Electronic check;1026;629675;No;0;29;4004;;;
8788-DOXSU;1;United States;California;Frazier Park;93225;34.827662, -118.999073;34827662;-118999073;Male;No;No;No;59;Yes;No;DSL;No;No;Yes;No;No;Yes;One year;Yes;Bank transfer (automatic);6135;36455;No;0;27;6250;;;
7404-JLKQG;1;United States;California;Glennville;93226;35.735694, -118.738483;35735694;-118738483;Female;No;No;No;3;Yes;No;DSL;No;No;Yes;No;Yes;No;Month-to-month;No;Electronic check;5755;16145;No;0;47;4099;;;
7421-ZLUPA;1;United States;California;Hanford;93230;36.29223, -119.622676;3629223;-119622676;Female;No;No;No;8;No;No phone service;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Mailed check;2925;22695;No;0;29;2038;;;
3274-NSDWE;1;United States;California;Ivanhoe;93235;36.385818, -119.224243;36385818;-119224243;Female;No;No;No;68;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Credit card (automatic);196;144165;No;0;68;6161;;;
2632-IVXVF;1;United States;California;Kernville;93238;35.852892, -118.397782;35852892;-118397782;Female;No;Yes;Yes;68;Yes;Yes;Fiber optic;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);11175;75113;No;0;77;4967;;;
3692-JHONH;1;United States;California;Kettleman City;93239;35.996923, -120.000951;35996923;-120000951;Female;Yes;Yes;No;52;Yes;Yes;Fiber optic;No;Yes;Yes;No;Yes;Yes;One year;Yes;Electronic check;1065;562185;No;0;57;4499;;;
8915-NNTRC;1;United States;California;Lake Isabella;93240;35.607875, -118.466318;35607875;-118466318;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1077;79198;No;0;55;4351;;;
5914-GXMDA;1;United States;California;Lamont;93241;35.245035, -118.905553;35245035;-118905553;Female;No;Yes;No;32;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Mailed check;193;5932;No;0;66;5817;;;
7463-IFMQU;1;United States;California;Laton;93242;36.444232, -119.718285;36444232;-119718285;Female;No;Yes;No;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);2005;142365;No;0;76;4747;;;
2920-RNCEZ;1;United States;California;Lebec;93243;34.845861, -118.885163;34845861;-118885163;Male;No;Yes;Yes;1;Yes;No;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);6995;6995;No;0;62;5133;;;
2541-YGPKE;1;United States;California;Lemon Cove;93244;36.462671, -118.997291;36462671;-118997291;Male;No;Yes;Yes;42;Yes;No;DSL;Yes;No;No;Yes;No;Yes;One year;No;Credit card (automatic);637;276335;No;0;55;3764;;;
5382-TEMLV;1;United States;California;Lindsay;93247;36.205465, -119.085807;36205465;-119085807;Male;No;No;No;45;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);509;229855;No;0;71;5274;;;
3441-CGZJH;1;United States;California;Lost Hills;93249;35.637715, -119.893068;35637715;-119893068;Female;No;Yes;Yes;43;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;One year;Yes;Credit card (automatic);604;264055;No;0;61;2725;;;
9592-ERDKV;1;United States;California;Mc Farland;93250;35.666886, -119.186717;35666886;-119186717;Male;No;Yes;No;37;Yes;Yes;DSL;Yes;No;Yes;No;Yes;Yes;One year;No;Mailed check;7925;29118;No;0;74;2322;;;
4778-IZARL;1;United States;California;New Cuyama;93254;34.956577, -119.750142;34956577;-119750142;Male;No;Yes;No;63;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1101;67057;No;0;26;6216;;;
0432-CAJZV;1;United States;California;Onyx;93255;35.676978, -118.101378;35676978;-118101378;Male;No;No;No;3;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;No;Mailed check;907;23765;No;0;69;3953;;;
7008-LZVOZ;1;United States;California;Pixley;93256;35.957019, -119.330928;35957019;-119330928;Male;No;Yes;Yes;66;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);253;167235;No;0;46;5617;;;
1200-TUZHR;1;United States;California;Posey;93260;35.861928, -118.636698;35861928;-118636698;Female;Yes;No;No;8;Yes;Yes;Fiber optic;No;No;No;No;No;Yes;Month-to-month;No;Electronic check;852;69575;No;0;53;2565;;;
9365-CSLBQ;1;United States;California;Richgrove;93261;35.809921, -119.127437;35809921;-119127437;Male;No;No;Yes;71;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2435;16546;No;0;60;4155;;;
5884-FBCTL;1;United States;California;Shafter;93263;35.490705, -119.286833;35490705;-119286833;Female;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);251;185785;No;0;67;5611;;;
7130-CTCUS;1;United States;California;Springville;93265;36.245926, -118.693138;36245926;-118693138;Male;Yes;Yes;No;16;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;Yes;Bank transfer (automatic);5455;8251;No;0;34;3324;;;
6242-FEGFD;1;United States;California;Stratford;93266;36.175255, -119.813805;36175255;-119813805;Male;No;Yes;No;66;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;No;No;Two year;No;Mailed check;966;642425;No;0;69;4454;;;
6194-HBGQN;1;United States;California;Taft;93268;35.184837, -119.402525;35184837;-119402525;Male;No;No;No;51;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;One year;Yes;Credit card (automatic);8115;41262;No;0;56;4549;;;
7634-WSWDB;1;United States;California;Terra Bella;93270;35.939068, -119.043666;35939068;-119043666;Female;No;No;Yes;8;No;No phone service;DSL;Yes;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;385;3308;No;0;22;4194;;;
6986-IXNDM;1;United States;California;Three Rivers;93271;36.413433, -118.854708;36413433;-118854708;Male;No;No;No;14;Yes;No;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;929;133745;No;0;38;4296;;;
2987-BJXIK;1;United States;California;Tulare;93274;36.185471, -119.375243;36185471;-119375243;Female;No;No;No;70;Yes;Yes;DSL;Yes;Yes;Yes;No;Yes;Yes;Two year;No;Mailed check;847;599105;No;0;45;4180;;;
9769-TSBZE;1;United States;California;Tupman;93276;35.316263, -119.402559;35316263;-119402559;Female;No;No;Yes;70;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;Two year;No;Electronic check;660;48915;No;0;72;5265;;;
1395-WSWXR;1;United States;California;Weldon;93283;35.55647, -118.244914;3555647;-118244914;Male;No;No;No;24;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2075;48705;No;0;43;4117;;;
6023-GSSXW;1;United States;California;Wofford Heights;93285;35.690535, -118.552784;35690535;-118552784;Female;No;Yes;No;69;Yes;No;DSL;No;Yes;No;No;No;Yes;Two year;Yes;Credit card (automatic);6145;41312;No;0;51;4162;;;
6752-APNJL;1;United States;California;Woodlake;93286;36.464635, -119.094348;36464635;-119094348;Male;No;Yes;Yes;42;Yes;No;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Mailed check;545;230115;No;0;57;3449;;;
0420-HLGXF;1;United States;California;Visalia;93291;36.391777, -119.372842;36391777;-119372842;Female;Yes;No;No;39;Yes;Yes;Fiber optic;No;No;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;9975;40360;No;0;58;3860;;;
7446-KQISO;1;United States;California;Visalia;93292;36.37559, -119.211689;3637559;-119211689;Male;No;Yes;Yes;45;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);10975;490065;No;0;38;4221;;;
9823-EALYC;1;United States;California;Bakersfield;93301;35.383937, -119.020428;35383937;-119020428;Male;No;Yes;Yes;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;Yes;Bank transfer (automatic);8085;572745;No;0;51;6067;;;
0582-AVCLN;1;United States;California;Bakersfield;93304;35.339796, -119.023552;35339796;-119023552;Female;No;No;No;38;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;203;74305;No;0;59;5919;;;
5803-NQJZO;1;United States;California;Bakersfield;93305;35.391733, -118.984109;35391733;-118984109;Male;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;No;No;Two year;Yes;Bank transfer (automatic);678;480465;No;0;74;5242;;;
2607-DHDAK;1;United States;California;Bakersfield;93307;35.280113, -118.962329;35280113;-118962329;Male;No;Yes;Yes;72;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Credit card (automatic);198;141465;No;0;29;5027;;;
1073-XXCZD;1;United States;California;Bakersfield;93308;35.559617, -118.925185;35559617;-118925185;Male;No;Yes;No;55;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Bank transfer (automatic);257;144365;No;0;79;6228;;;
0743-HRVFF;1;United States;California;Bakersfield;93309;35.342891, -119.064803;35342891;-119064803;Female;No;Yes;Yes;51;No;No phone service;DSL;No;No;Yes;Yes;Yes;Yes;One year;Yes;Electronic check;5615;289895;No;0;48;4132;;;
4006-HKYHO;1;United States;California;Bakersfield;93311;35.16207, -119.194488;3516207;-119194488;Male;No;No;No;63;Yes;No;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);867;53095;No;0;74;5841;;;
3727-JEZTU;1;United States;California;Bakersfield;93312;35.392599, -119.245341;35392599;-119245341;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;204;204;No;0;21;2152;;;
8143-ETQTI;1;United States;California;Bakersfield;93313;35.140938, -119.051348;35140938;-119051348;Female;No;Yes;Yes;23;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;Yes;Mailed check;1965;45155;No;0;78;4896;;;
9667-TKTVZ;1;United States;California;Los Osos;93402;35.279984, -120.824288;35279984;-120824288;Female;No;No;No;2;Yes;Yes;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;5435;11705;No;0;71;4916;;;
3657-COGMW;1;United States;California;San Luis Obispo;93405;35.236549, -120.727344;35236549;-120727344;Female;Yes;No;No;52;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;Yes;Month-to-month;No;Credit card (automatic);1081;58393;No;0;69;4251;;;
8570-KLJYJ;1;United States;California;Arroyo Grande;93420;35.176236, -120.483243;35176236;-120483243;Female;No;No;No;36;Yes;Yes;DSL;Yes;No;No;No;No;No;One year;No;Mailed check;5445;18935;No;0;56;4462;;;
7754-IXRMC;1;United States;California;Atascadero;93422;35.453912, -120.69461;35453912;-12069461;Female;No;No;No;1;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Mailed check;4535;4535;No;0;23;3980;;;
9473-CBZOP;1;United States;California;Avila Beach;93424;35.186644, -120.728305;35186644;-120728305;Female;No;No;No;28;Yes;Yes;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;590;165445;No;0;67;4891;;;
2969-WGHQO;1;United States;California;Bradley;93426;35.842889, -121.004862;35842889;-121004862;Female;No;Yes;Yes;7;Yes;No;DSL;Yes;Yes;Yes;No;Yes;No;One year;No;Electronic check;6945;47705;No;0;54;3334;;;
4334-HOWRP;1;United States;California;Cambria;93428;35.591387, -121.032256;35591387;-121032256;Male;Yes;Yes;No;72;No;No phone service;DSL;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);6495;45460;No;0;78;4049;;;
5863-OOKCL;1;United States;California;Cayucos;93430;35.511833, -120.918713;35511833;-120918713;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;No;Mailed check;1885;1632;No;0;62;5949;;;
1686-STUHN;1;United States;California;Creston;93432;35.480896, -120.469476;35480896;-120469476;Male;No;No;No;42;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;No;Bank transfer (automatic);198;8499;No;0;39;3575;;;
1329-VHWNP;1;United States;California;Grover Beach;93433;35.120833, -120.61843;35120833;-12061843;Female;No;No;No;7;No;No phone service;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);2505;18995;No;0;63;4404;;;
0266-GMEAO;1;United States;California;Lompoc;93436;34.601055, -120.382917;34601055;-120382917;Male;No;Yes;Yes;72;Yes;Yes;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);1143;805855;No;0;70;5879;;;
5574-NXZIU;1;United States;California;Los Alamos;93440;34.758699, -120.275839;34758699;-120275839;Male;No;No;No;63;Yes;No;Fiber optic;Yes;Yes;Yes;Yes;Yes;Yes;Two year;No;Credit card (automatic);1092;704975;No;0;33;4273;;;
0019-GFNTW;1;United States;California;Los Olivos;93441;34.70434, -120.02609;3470434;-12002609;Female;No;No;No;56;No;No phone service;DSL;Yes;Yes;Yes;Yes;No;No;Two year;No;Bank transfer (automatic);4505;25601;No;0;37;5795;;;
4256-ZWTZI;1;United States;California;Morro Bay;93442;35.369553, -120.763864;35369553;-120763864;Female;No;No;Yes;5;Yes;No;DSL;No;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;510;2868;No;0;52;2789;;;
8309-PPCED;1;United States;California;Nipomo;93444;35.050345, -120.489599;35050345;-120489599;Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);11045;79825;No;0;55;6030;;;
4098-NAUKP;1;United States;California;Oceano;93445;35.059695, -120.604741;35059695;-120604741;Male;Yes;Yes;Yes;68;Yes;Yes;Fiber optic;No;Yes;Yes;No;No;No;Month-to-month;Yes;Electronic check;8465;56836;No;0;72;6404;;;
5196-WPYOW;1;United States;California;Paso Robles;93446;35.634222, -120.728341;35634222;-120728341;Male;No;Yes;Yes;67;Yes;No;DSL;Yes;Yes;No;Yes;No;No;One year;No;Mailed check;6005;399405;No;0;21;6148;;;
4608-LCIMN;1;United States;California;Pismo Beach;93449;35.165668, -120.655842;35165668;-120655842;Male;No;Yes;Yes;8;Yes;No;DSL;No;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);4465;36915;No;0;63;5724;;;
1485-YDHMM;1;United States;California;San Ardo;93450;35.996008, -120.85305;35996008;-12085305;Male;No;Yes;Yes;52;Yes;Yes;Fiber optic;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Bank transfer (automatic);9325;46317;No;0;56;4740;;;
4054-CUMIA;1;United States;California;San Miguel;93451;35.886767, -120.608661;35886767;-120608661;Female;No;Yes;Yes;18;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;40195;No;0;40;2429;;;
0603-TPMIB;1;United States;California;San Simeon;93452;35.746484, -121.223355;35746484;-121223355;Female;No;Yes;Yes;59;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;2545;153405;No;0;30;4746;;;
2525-GVKQU;1;United States;California;Santa Margarita;93453;35.303926, -120.256567;35303926;-120256567;Female;No;No;No;60;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;206;10930;No;0;35;4192;;;
8161-QYMTT;1;United States;California;Santa Maria;93454;34.943523, -120.256729;34943523;-120256729;Male;No;No;No;7;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;941;7013;No;0;22;5259;;;
9581-GVBXT;1;United States;California;Santa Maria;93455;34.818227, -120.418784;34818227;-120418784;Male;No;Yes;Yes;59;No;No phone service;DSL;Yes;No;Yes;No;No;No;One year;No;Mailed check;348;19803;No;0;23;6300;;;
5862-BRIXZ;1;United States;California;Santa Maria;93458;34.95934, -120.490081;3495934;-120490081;Male;No;No;No;46;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);6075;28934;No;0;36;2694;;;
5404-GGUKR;1;United States;California;Santa Ynez;93460;34.630356, -120.032564;34630356;-120032564;Male;No;No;No;5;Yes;No;DSL;No;Yes;No;No;No;No;Month-to-month;Yes;Electronic check;5135;2623;No;0;28;2893;;;
3308-JSGML;1;United States;California;Shandon;93461;35.634488, -120.293534;35634488;-120293534;Male;Yes;Yes;No;59;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;Yes;Credit card (automatic);6405;388685;No;0;49;6306;;;
2126-GSEGL;1;United States;California;Solvang;93463;34.624399, -120.137875;34624399;-120137875;Female;No;Yes;No;70;Yes;Yes;DSL;No;Yes;Yes;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);848;591755;No;0;32;4032;;;
0440-QEXBZ;1;United States;California;Mojave;93501;35.097323, -118.171288;35097323;-118171288;Female;No;No;No;44;Yes;Yes;DSL;No;No;No;No;No;No;Month-to-month;Yes;Mailed check;5015;21391;No;0;42;5790;;;
2434-EEVDB;1;United States;California;California City;93505;35.151491, -117.927597;35151491;-117927597;Female;No;Yes;No;64;Yes;Yes;Fiber optic;Yes;No;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);946;59487;No;0;26;5038;;;
6762-QVYJO;1;United States;California;Acton;93510;34.501452, -118.207862;34501452;-118207862;Female;No;Yes;Yes;58;No;No phone service;DSL;Yes;No;Yes;Yes;Yes;Yes;Two year;No;Mailed check;5975;362435;No;0;21;4678;;;
6199-IWKGC;1;United States;California;Benton;93512;37.653947, -118.231443;37653947;-118231443;Female;Yes;Yes;No;46;Yes;Yes;Fiber optic;No;No;No;Yes;Yes;Yes;One year;No;Electronic check;10025;475385;No;0;59;5453;;;
2675-DHUTR;1;United States;California;Big Pine;93513;37.245505, -118.062943;37245505;-118062943;Male;Yes;Yes;No;58;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;989;57807;No;0;21;4993;;;
8152-VETUR;1;United States;California;Bishop;93514;37.04584, -118.397236;3704584;-118397236;Female;No;Yes;No;72;Yes;Yes;Fiber optic;No;Yes;No;No;Yes;Yes;Two year;Yes;Credit card (automatic);977;68697;No;0;75;5406;;;
7446-YPODE;1;United States;California;Bridgeport;93517;38.184583, -119.286558;38184583;-119286558;Male;Yes;No;No;11;Yes;Yes;DSL;Yes;Yes;No;No;No;No;Month-to-month;No;Bank transfer (automatic);6025;66295;No;0;23;5296;;;
9522-BNTHX;1;United States;California;Caliente;93518;35.358953, -118.527064;35358953;-118527064;Female;Yes;No;No;34;No;No phone service;DSL;No;Yes;Yes;No;Yes;Yes;Month-to-month;Yes;Electronic check;5625;176595;No;0;32;5597;;;
4676-WLUHT;1;United States;California;Darwin;93522;36.319181, -117.593053;36319181;-117593053;Male;No;No;No;54;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Two year;No;Bank transfer (automatic);462;243195;No;0;26;6143;;;
7980-MHFLQ;1;United States;California;Independence;93526;36.869584, -118.189241;36869584;-118189241;Female;No;Yes;Yes;72;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;249;18592;No;0;67;5192;;;
0757-WCUUZ;1;United States;California;June Lake;93529;37.730269, -119.055813;37730269;-119055813;Male;No;Yes;Yes;54;Yes;Yes;DSL;No;No;Yes;No;No;Yes;Two year;No;Credit card (automatic);6335;34091;No;0;72;4232;;;
1629-DQQVB;1;United States;California;Keeler;93530;36.560498, -117.962461;36560498;-117962461;Female;No;No;No;14;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Bank transfer (automatic);501;7095;No;0;25;2331;;;
0374-AACSZ;1;United States;California;Lancaster;93534;34.727529, -118.153098;34727529;-118153098;Female;No;No;No;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Electronic check;5015;5015;No;0;30;4421;;;
4872-VXRIL;1;United States;California;Lancaster;93536;34.741406, -118.38111;34741406;-11838111;Male;No;No;No;56;Yes;Yes;DSL;Yes;Yes;No;Yes;No;No;One year;Yes;Bank transfer (automatic);6465;366555;No;0;70;4656;;;
9140-CZQZZ;1;United States;California;Lee Vining;93541;37.890145, -119.184087;37890145;-119184087;Female;No;Yes;No;68;Yes;No;DSL;Yes;Yes;No;Yes;Yes;Yes;Two year;Yes;Bank transfer (automatic);796;55158;No;0;39;5601;;;
3423-HHXAO;1;United States;California;Littlerock;93543;34.505273, -117.955054;34505273;-117955054;Female;No;Yes;Yes;14;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;One year;Yes;Mailed check;195;2720;No;0;72;2993;;;
9938-TKDGL;1;United States;California;Llano;93544;34.500091, -117.765862;34500091;-117765862;Male;No;Yes;Yes;68;Yes;No;Fiber optic;Yes;No;No;Yes;Yes;Yes;Two year;Yes;Electronic check;9955;66680;No;0;20;4319;;;
0531-ZZJWQ;1;United States;California;Lone Pine;93545;36.590415, -118.073839;36590415;-118073839;Male;Yes;Yes;No;55;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Electronic check;740;40524;No;0;54;4958;;;
6537-QLGEX;1;United States;California;Mammoth Lakes;93546;37.550074, -118.837167;37550074;-118837167;Female;No;No;No;16;No;No phone service;DSL;Yes;No;No;No;Yes;No;Month-to-month;Yes;Electronic check;389;6644;No;0;39;3300;;;
2688-BHGOG;1;United States;California;Olancha;93549;36.296851, -117.865469;36296851;-117865469;Male;Yes;No;No;9;Yes;No;Fiber optic;No;No;No;No;No;Yes;Month-to-month;Yes;Electronic check;7955;71855;No;0;76;5811;;;
3160-TYXLT;1;United States;California;Palmdale;93552;34.557711, -118.029441;34557711;-118029441;Male;No;No;No;53;No;No phone service;DSL;Yes;Yes;No;No;No;Yes;Month-to-month;Yes;Bank transfer (automatic);463;254685;No;0;63;6245;;;
1325-USMEC;1;United States;California;Pearblossom;93553;34.445239, -117.894868;34445239;-117894868;Male;No;Yes;No;70;Yes;Yes;Fiber optic;Yes;Yes;Yes;No;Yes;No;Two year;Yes;Credit card (automatic);9935;69445;No;0;53;4120;;;
0916-QOFDP;1;United States;California;Randsburg;93554;35.405722, -117.773354;35405722;-117773354;Female;Yes;Yes;Yes;14;Yes;Yes;Fiber optic;No;No;No;No;Yes;Yes;Month-to-month;Yes;Electronic check;958;13463;No;0;29;3471;;;
5606-AMZBO;1;United States;California;Rosamond;93560;34.903052, -118.411251;34903052;-118411251;Female;No;Yes;No;10;Yes;Yes;Fiber optic;Yes;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);7815;76515;No;0;26;3403;;;
6199-IPCAO;1;United States;California;Tehachapi;93561;35.073777, -118.652112;35073777;-118652112;Female;No;Yes;Yes;29;Yes;Yes;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Two year;No;Mailed check;261;69255;No;0;70;2828;;;
5640-CAXOA;1;United States;California;Auberry;93602;36.991762, -119.242874;36991762;-119242874;Female;No;No;No;30;No;No phone service;DSL;No;No;No;Yes;No;Yes;One year;Yes;Credit card (automatic);4035;118705;No;0;25;5455;;;
2235-EZAIK;1;United States;California;Badger;93603;36.64545, -118.924982;3664545;-118924982;Female;No;Yes;No;72;Yes;Yes;DSL;Yes;Yes;Yes;Yes;Yes;No;Two year;No;Credit card (automatic);792;54019;No;0;79;4288;;;
3847-BAERP;1;United States;California;Bass Lake;93604;37.458367, -119.345011;37458367;-119345011;Female;No;No;No;10;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;209;2470;No;0;29;4905;;;
1453-RZFON;1;United States;California;Cantua Creek;93608;36.488056, -120.407691;36488056;-120407691;Female;No;No;Yes;1;Yes;No;DSL;Yes;No;No;No;No;No;Month-to-month;No;Mailed check;499;499;No;0;54;5969;;;
8263-OKETD;1;United States;California;Caruthers;93609;36.5276, -119.865999;365276;-119865999;Female;No;No;No;20;Yes;Yes;DSL;No;Yes;No;Yes;No;Yes;Month-to-month;Yes;Credit card (automatic);689;137035;No;0;29;3265;;;
0670-KDOMA;1;United States;California;Chowchilla;93610;37.100948, -120.270136;37100948;-120270136;Female;No;No;No;1;Yes;No;No;No internet service;No internet service;No internet service;No internet service;No internet service;No internet service;Month-to-month;Yes;Mailed check;2025;2025;No;0;69;5854;;;
2476-YGEFM;1;United States;California;Clovis;93611;36.917652, -119.593757;36917652;-119593757;Female;No;No;No;29;Yes;Yes;Fiber optic;No;No;No;No;No;No;Month-to-month;Yes;Credit card (automatic);760;221525;No;0;46;5324;;;
8687-BAFGU;1;United States;California;Clovis;93612;36.814539, -119.711868;36814539;-119711868;Male;No;No;No;1;Yes;No;Fiber optic;No;No;No;Yes;No;No;Month-to-month;No;Electronic check;740;740;No;0;34;4148;;;
0641-EVBOJ;1;United States;California;Coarsegold;93614;37.212191, -119.749323;37212191;-119749323;Male;No;No;No;3;Yes;No;Fiber optic;Yes;No;No;Yes;No;No;Month-to-month;Yes;Mailed check;823;2144;No;0;56;5755;;;
0829-XXPLX;1;United States;California;Cutler;93615;36.497895, -119.285484;36497895;-119285484;Female;No;No;No;20;Yes;No;Fiber optic;Yes;No;Yes;No;Yes;No;Month-to-month;Yes;Bank transfer (automatic);894;187115;No;0;68;2098;;;
